title,category,brand,price,stars,reviews,isBestSeller
Meguiar's Automotive Product,Automotive,Meguiar's,23.43,4.4,91,0
HarperCollins Books Product,Books,HarperCollins,77.36,5.0,51,0
Kraft Food Product,Food,Kraft,8.41,4.8,32,0
LG Electronics Product,Electronics,LG,94.48,4.2,224,0
Zara Clothing Product,Clothing,Zara,36.59,3.3,14,0
Random House Books Product,Books,Random House,43.4,5.0,1074,0
Adidas Sports Product,Sports,Adidas,20.14,4.8,4,0
Milwaukee Tools Product,Tools,Milwaukee,6.39,4.3,389,0
HarperCollins Books Product,Books,HarperCollins,387.41,4.0,90,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,7.52,3.9,342,0
Olay Beauty Product,Beauty,Olay,4.73,4.0,107,0
CeraVe Beauty Product,Beauty,CeraVe,70.84,3.8,99,0
Adidas Sports Product,Sports,Adidas,30.86,3.9,733,0
Stanley Tools Product,Tools,Stanley,256.04,3.5,236,0
HarperCollins Books Product,Books,HarperCollins,8.86,5.0,3144,0
Samsung Electronics Product,Electronics,Samsung,67.67,3.8,434,0
Gap Clothing Product,Clothing,Gap,10.21,3.5,16127,0
Rain-X Automotive Product,Automotive,Rain-X,30.72,4.3,656,0
Adidas Sports Product,Sports,Adidas,47.14,5.0,276,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,9.02,5.0,444,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,11.49,3.3,290,0
Armor All Automotive Product,Automotive,Armor All,285.88,4.7,2,0
Neutrogena Beauty Product,Beauty,Neutrogena,13.7,5.0,140,1
Armor All Automotive Product,Automotive,Armor All,133.1,4.2,119,0
Milwaukee Tools Product,Tools,Milwaukee,28.31,4.9,123,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,17.85,4.3,1099,0
LG Electronics Product,Electronics,LG,2.37,5.0,1283,0
Olay Beauty Product,Beauty,Olay,11.88,3.2,139,0
Gap Clothing Product,Clothing,Gap,8.31,4.4,145,0
Zara Clothing Product,Clothing,Zara,26.17,3.8,756,1
Kellogg's Food Product,Food,Kellogg's,291.81,4.0,17085,0
Bosch Automotive Product,Automotive,Bosch,10.31,4.8,28,1
DeWalt Tools Product,Tools,DeWalt,18.64,4.4,119,0
Hasbro Toys Product,Toys,Hasbro,27.33,4.8,160,0
Kellogg's Food Product,Food,Kellogg's,22.93,4.6,229,0
Rain-X Automotive Product,Automotive,Rain-X,4.1,4.0,5299,0
Penguin Books Product,Books,Penguin,14.72,3.3,444364,0
Under Armour Sports Product,Sports,Under Armour,59.91,2.5,45,0
Wiley Books Product,Books,Wiley,295.36,4.1,86,0
Samsung Electronics Product,Electronics,Samsung,22.54,4.2,45,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,48.88,3.1,159,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,32.9,4.9,217,0
Gap Clothing Product,Clothing,Gap,17.49,4.0,296,0
Armor All Automotive Product,Automotive,Armor All,20.58,3.5,70,0
Rain-X Automotive Product,Automotive,Rain-X,50.73,5.0,68,0
Anker Electronics Product,Electronics,Anker,34.13,3.3,45,1
Neutrogena Beauty Product,Beauty,Neutrogena,142.7,4.2,10,0
L'Oreal Beauty Product,Beauty,L'Oreal,117.73,4.3,198,0
Neutrogena Beauty Product,Beauty,Neutrogena,29.66,3.7,87,0
Armor All Automotive Product,Automotive,Armor All,82.39,4.0,6909,0
Random House Books Product,Books,Random House,17.25,3.7,17,0
Neutrogena Beauty Product,Beauty,Neutrogena,23.87,4.3,458,1
Campbell's Food Product,Food,Campbell's,36.68,5.0,561,0
Kellogg's Food Product,Food,Kellogg's,84.34,3.5,382,0
Maybelline Beauty Product,Beauty,Maybelline,39.41,3.8,437,0
Mattel Toys Product,Toys,Mattel,4.2,3.8,3120,0
Levi's Clothing Product,Clothing,Levi's,31.97,3.7,36,0
Norton Books Product,Books,Norton,45.01,3.9,48,0
Kellogg's Food Product,Food,Kellogg's,16.41,3.5,85,0
Levi's Clothing Product,Clothing,Levi's,3.73,3.9,383,0
Rain-X Automotive Product,Automotive,Rain-X,11.85,4.1,456,1
LEGO Toys Product,Toys,LEGO,16.97,3.8,253,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,143.21,3.6,515,0
CeraVe Beauty Product,Beauty,CeraVe,18.94,3.1,406,0
Olay Beauty Product,Beauty,Olay,75.01,3.5,224,0
Samsung Electronics Product,Electronics,Samsung,54.96,5.0,49,0
Adidas Sports Product,Sports,Adidas,102.45,4.3,186,0
Random House Books Product,Books,Random House,3.13,4.2,28,0
Black+Decker Tools Product,Tools,Black+Decker,24.56,3.2,19,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,100.61,3.3,56,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,17.5,4.2,137,0
Bose Electronics Product,Electronics,Bose,15.89,4.7,775,0
Under Armour Sports Product,Sports,Under Armour,53.27,3.1,19,0
Penguin Books Product,Books,Penguin,41.67,3.7,131,0
Makita Tools Product,Tools,Makita,28.23,4.7,18,0
Campbell's Food Product,Food,Campbell's,20.34,3.8,83,0
Wiley Books Product,Books,Wiley,61.43,4.7,16,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,24.88,3.5,118,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,82.76,4.5,9684,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,81.68,4.4,146,0
L'Oreal Beauty Product,Beauty,L'Oreal,28.5,4.7,5,0
Norton Books Product,Books,Norton,140.36,4.4,1050,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,74.42,4.1,67,0
Adidas Clothing Product,Clothing,Adidas,115.21,4.5,464,0
Campbell's Food Product,Food,Campbell's,50.42,3.7,5,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,3.91,2.9,10,0
Mattel Toys Product,Toys,Mattel,18.92,3.3,879,0
Bosch Automotive Product,Automotive,Bosch,6.5,4.3,14,0
Reebok Sports Product,Sports,Reebok,637.18,4.4,248,0
Black+Decker Tools Product,Tools,Black+Decker,89.57,4.8,1176,0
Nike Sports Product,Sports,Nike,37.15,3.8,749,0
DeWalt Tools Product,Tools,DeWalt,5.15,4.6,3,0
Meguiar's Automotive Product,Automotive,Meguiar's,9.31,4.6,72,0
Penguin Books Product,Books,Penguin,70.33,5.0,10,0
Milwaukee Tools Product,Tools,Milwaukee,48.8,5.0,233,0
Nestle Food Product,Food,Nestle,71.18,4.5,52,0
Sony Electronics Product,Electronics,Sony,7.9,4.4,374,0
Fisher-Price Toys Product,Toys,Fisher-Price,32.21,3.8,1,0
Rain-X Automotive Product,Automotive,Rain-X,14.76,3.8,476,0
Black+Decker Tools Product,Tools,Black+Decker,192.53,4.5,58,0
Zara Clothing Product,Clothing,Zara,10.48,3.4,182,0
H&M Clothing Product,Clothing,H&M,60.13,4.0,14,0
Stanley Tools Product,Tools,Stanley,328.32,4.5,30,0
Armor All Automotive Product,Automotive,Armor All,16.64,4.0,21,0
Kraft Food Product,Food,Kraft,20.07,4.4,19,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,166.66,3.4,162,0
Olay Beauty Product,Beauty,Olay,31.07,3.9,1496,0
DeWalt Tools Product,Tools,DeWalt,60.4,3.7,306,0
Adidas Clothing Product,Clothing,Adidas,8.94,4.7,640,0
Levi's Clothing Product,Clothing,Levi's,25.47,4.7,247,0
Neutrogena Beauty Product,Beauty,Neutrogena,119.46,3.7,3017,0
Anker Electronics Product,Electronics,Anker,51.64,4.6,43,0
DeWalt Tools Product,Tools,DeWalt,6.67,3.5,609,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,11.19,4.1,1637,0
Levi's Clothing Product,Clothing,Levi's,27.08,4.3,6,0
General Mills Food Product,Food,General Mills,14.53,3.7,289,0
Reebok Sports Product,Sports,Reebok,69.79,5.0,26426,0
Kellogg's Food Product,Food,Kellogg's,16.19,4.0,48,0
Milwaukee Tools Product,Tools,Milwaukee,24.41,3.8,14441,0
Makita Tools Product,Tools,Makita,16.78,4.7,9,0
HarperCollins Books Product,Books,HarperCollins,27.07,3.0,8,0
Armor All Automotive Product,Automotive,Armor All,157.35,3.8,137,0
Hasbro Toys Product,Toys,Hasbro,32.79,4.3,730,0
Kellogg's Food Product,Food,Kellogg's,25.56,4.8,218,0
Nestle Food Product,Food,Nestle,13.74,3.8,428,0
3M Automotive Product,Automotive,3M,186.86,3.9,21,1
3M Automotive Product,Automotive,3M,112.38,2.6,32,0
DeWalt Tools Product,Tools,DeWalt,244.9,4.0,39,0
General Mills Food Product,Food,General Mills,12.7,3.0,9,0
Wilson Sports Product,Sports,Wilson,34.8,3.9,7,0
Adidas Sports Product,Sports,Adidas,2.94,2.5,183,0
HarperCollins Books Product,Books,HarperCollins,71.15,5.0,133,0
Olay Beauty Product,Beauty,Olay,75.7,3.9,117,0
Gap Clothing Product,Clothing,Gap,9.12,4.3,80,0
Nike Sports Product,Sports,Nike,16.78,3.7,6,0
Milwaukee Tools Product,Tools,Milwaukee,23.25,3.6,3,0
L'Oreal Beauty Product,Beauty,L'Oreal,17.05,5.0,57,0
Levi's Clothing Product,Clothing,Levi's,26.73,3.1,8971,1
Norton Books Product,Books,Norton,25.09,3.9,42,0
Gap Clothing Product,Clothing,Gap,97.23,4.9,34,0
Fisher-Price Toys Product,Toys,Fisher-Price,12.68,4.0,354,0
3M Automotive Product,Automotive,3M,103.71,4.5,21,0
DeWalt Tools Product,Tools,DeWalt,48.12,3.7,1656,0
Nike Sports Product,Sports,Nike,35.75,3.5,4,0
Sony Electronics Product,Electronics,Sony,59.63,4.5,32,0
Nike Sports Product,Sports,Nike,3.09,4.9,6488,0
Under Armour Sports Product,Sports,Under Armour,78.84,4.3,293,0
Reebok Sports Product,Sports,Reebok,2.89,5.0,137,0
Penguin Books Product,Books,Penguin,223.9,4.2,129,0
Samsung Electronics Product,Electronics,Samsung,38.93,4.1,227,0
Levi's Clothing Product,Clothing,Levi's,12.82,4.2,242,0
Hasbro Toys Product,Toys,Hasbro,69.37,4.3,33,0
Apple Electronics Product,Electronics,Apple,112.61,4.5,45,0
Kellogg's Food Product,Food,Kellogg's,66.79,4.0,18,0
Wiley Books Product,Books,Wiley,16.3,4.4,49,0
Nestle Food Product,Food,Nestle,10.04,4.3,100,0
Wiley Books Product,Books,Wiley,20.39,4.4,141,0
Samsung Electronics Product,Electronics,Samsung,6.36,3.4,156,0
Wilson Sports Product,Sports,Wilson,16.75,4.8,7,0
DeWalt Tools Product,Tools,DeWalt,38.82,4.4,2171,0
Meguiar's Automotive Product,Automotive,Meguiar's,735.51,4.9,11928,0
Campbell's Food Product,Food,Campbell's,3.42,4.0,4,0
General Mills Food Product,Food,General Mills,114.71,3.5,64,0
Makita Tools Product,Tools,Makita,13.64,4.6,368,1
H&M Clothing Product,Clothing,H&M,14.73,4.9,182,0
Wiley Books Product,Books,Wiley,21.63,4.4,1237,0
Kraft Food Product,Food,Kraft,31.99,3.4,11,0
Hasbro Toys Product,Toys,Hasbro,74.91,4.1,167,0
Kellogg's Food Product,Food,Kellogg's,93.93,3.5,6,0
Levi's Clothing Product,Clothing,Levi's,35.19,5.0,56,0
Wilson Sports Product,Sports,Wilson,44.58,5.0,10,1
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,15.05,4.4,966,0
3M Automotive Product,Automotive,3M,16.87,4.5,145,0
Nike Clothing Product,Clothing,Nike,37.8,4.6,164,0
Rain-X Automotive Product,Automotive,Rain-X,9.59,4.6,453,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,18.71,3.7,43,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,1.51,4.0,21771,0
Nestle Food Product,Food,Nestle,39.5,3.9,7,0
Random House Books Product,Books,Random House,41.32,4.8,65,0
Bose Electronics Product,Electronics,Bose,66.75,4.6,55,0
Wiley Books Product,Books,Wiley,32.27,4.2,500000,1
LEGO Toys Product,Toys,LEGO,38.29,4.5,0,0
Mattel Toys Product,Toys,Mattel,12.35,3.5,90,0
Campbell's Food Product,Food,Campbell's,9.21,4.7,2761,0
HarperCollins Books Product,Books,HarperCollins,52.31,3.9,364,0
Neutrogena Beauty Product,Beauty,Neutrogena,35.11,2.9,133,1
Nestle Food Product,Food,Nestle,54.88,4.8,272,0
Olay Beauty Product,Beauty,Olay,14.87,3.8,411,0
Adidas Clothing Product,Clothing,Adidas,19.97,3.9,1,0
Makita Tools Product,Tools,Makita,22.48,4.6,64,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,30.36,4.8,150,0
Random House Books Product,Books,Random House,20.85,4.7,1667,0
Penguin Books Product,Books,Penguin,16.67,5.0,854,0
Meguiar's Automotive Product,Automotive,Meguiar's,177.37,5.0,966,0
Levi's Clothing Product,Clothing,Levi's,27.28,3.8,108,0
Bose Electronics Product,Electronics,Bose,11.9,4.2,57,0
Wiley Books Product,Books,Wiley,111.3,3.5,354,0
Hasbro Toys Product,Toys,Hasbro,9.25,4.4,183,0
3M Automotive Product,Automotive,3M,173.15,4.3,75,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,46.72,4.1,398,0
Wilson Sports Product,Sports,Wilson,36.63,4.0,143,0
Black+Decker Tools Product,Tools,Black+Decker,7.58,4.9,319,0
Samsung Electronics Product,Electronics,Samsung,30.9,4.3,47,0
L'Oreal Beauty Product,Beauty,L'Oreal,26.93,3.4,52,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,59.67,4.5,1159,0
Bosch Automotive Product,Automotive,Bosch,54.51,3.9,109,0
DeWalt Tools Product,Tools,DeWalt,24.93,4.5,34,0
Apple Electronics Product,Electronics,Apple,1.71,3.2,197,0
Bosch Automotive Product,Automotive,Bosch,59.7,4.8,67,0
Milwaukee Tools Product,Tools,Milwaukee,69.0,5.0,3904,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,62.8,3.7,265,0
CeraVe Beauty Product,Beauty,CeraVe,24.08,4.9,269,0
Bose Electronics Product,Electronics,Bose,26.79,3.5,180,0
Rain-X Automotive Product,Automotive,Rain-X,55.42,4.7,1352,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,47.34,5.0,3,0
Stanley Tools Product,Tools,Stanley,28.04,3.9,1032,0
Black+Decker Tools Product,Tools,Black+Decker,45.73,4.4,426,0
Mattel Toys Product,Toys,Mattel,101.5,3.1,14,0
Bosch Automotive Product,Automotive,Bosch,68.82,3.3,394,0
Bosch Automotive Product,Automotive,Bosch,211.12,4.3,180,0
Black+Decker Tools Product,Tools,Black+Decker,36.65,3.6,47,1
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,20.48,4.0,500000,0
Sony Electronics Product,Electronics,Sony,140.54,4.3,133864,0
L'Oreal Beauty Product,Beauty,L'Oreal,10.87,4.7,324,0
Sony Electronics Product,Electronics,Sony,87.15,3.8,7,0
LG Electronics Product,Electronics,LG,11.37,4.6,110,0
Black+Decker Tools Product,Tools,Black+Decker,72.82,5.0,164,0
Armor All Automotive Product,Automotive,Armor All,5.89,5.0,91,0
3M Automotive Product,Automotive,3M,149.63,4.2,25,0
Kellogg's Food Product,Food,Kellogg's,9.24,2.9,1502,0
Maybelline Beauty Product,Beauty,Maybelline,15.17,4.6,10,0
Stanley Tools Product,Tools,Stanley,7.15,4.8,178,0
Adidas Clothing Product,Clothing,Adidas,167.01,4.6,34,0
Norton Books Product,Books,Norton,70.71,3.8,29,0
Anker Electronics Product,Electronics,Anker,114.51,4.0,174,0
Meguiar's Automotive Product,Automotive,Meguiar's,33.08,4.9,8,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,35.47,4.5,66,0
DeWalt Tools Product,Tools,DeWalt,118.49,4.9,41,0
Samsung Electronics Product,Electronics,Samsung,707.27,4.6,1,0
Bose Electronics Product,Electronics,Bose,13.21,3.5,28,0
Reebok Sports Product,Sports,Reebok,171.12,3.6,179,0
Black+Decker Tools Product,Tools,Black+Decker,28.51,4.2,10,0
Reebok Sports Product,Sports,Reebok,73.71,4.1,139,0
Norton Books Product,Books,Norton,1.04,4.3,68,0
Adidas Sports Product,Sports,Adidas,13.64,3.4,27,0
Nike Clothing Product,Clothing,Nike,11.99,4.8,16,0
Samsung Electronics Product,Electronics,Samsung,73.36,4.2,34,0
HarperCollins Books Product,Books,HarperCollins,81.79,3.9,1669,0
CeraVe Beauty Product,Beauty,CeraVe,13.08,4.7,4,0
LEGO Toys Product,Toys,LEGO,17.87,3.5,138,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,136.76,4.6,518,0
General Mills Food Product,Food,General Mills,25.86,3.9,447,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,82.04,4.3,3913,0
Milwaukee Tools Product,Tools,Milwaukee,29.3,3.7,484,0
Hasbro Toys Product,Toys,Hasbro,32.9,3.7,46,0
LEGO Toys Product,Toys,LEGO,20.47,4.7,27,0
Random House Books Product,Books,Random House,12.41,3.5,19,0
Penguin Books Product,Books,Penguin,19.46,4.9,629,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,15.03,4.5,19,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,339.52,5.0,152,0
Penguin Books Product,Books,Penguin,61.41,4.0,58,0
Nestle Food Product,Food,Nestle,68.84,3.0,9,0
Nestle Food Product,Food,Nestle,88.88,4.9,73,0
Penguin Books Product,Books,Penguin,218.87,4.5,81,0
Penguin Books Product,Books,Penguin,15.2,4.7,41,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,82.88,3.6,775,0
Makita Tools Product,Tools,Makita,9.83,4.7,120,0
Zara Clothing Product,Clothing,Zara,47.95,4.5,4,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,128.46,4.3,123,1
Black+Decker Tools Product,Tools,Black+Decker,10.16,3.9,181,0
Wiley Books Product,Books,Wiley,121.64,4.3,124,0
Nike Sports Product,Sports,Nike,4.8,3.8,177,0
Neutrogena Beauty Product,Beauty,Neutrogena,144.11,4.1,189,0
Samsung Electronics Product,Electronics,Samsung,23.19,4.0,52,0
General Mills Food Product,Food,General Mills,55.82,4.0,64,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,4.3,3.9,430,0
HarperCollins Books Product,Books,HarperCollins,27.38,3.9,127,0
Instant Pot Home & Kitchen Product,Home & Kitchen,Instant Pot,69.17,4.4,3179,0
Apple Electronics Product,Electronics,Apple,4.13,3.6,18,0
Nike Sports Product,Sports,Nike,21.25,4.0,13,0
Kraft Food Product,Food,Kraft,191.52,4.3,741,0
Meguiar's Automotive Product,Automotive,Meguiar's,7.14,4.4,14,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,14.64,4.2,160,0
Nike Clothing Product,Clothing,Nike,63.02,4.5,2786,0
Mattel Toys Product,Toys,Mattel,17.65,4.5,35,0
Adidas Sports Product,Sports,Adidas,34.12,3.7,2197,0
Random House Books Product,Books,Random House,167.54,3.3,24,0
Adidas Sports Product,Sports,Adidas,21.63,3.4,110,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,3.09,3.5,332,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,6.09,4.7,1917,0
Kellogg's Food Product,Food,Kellogg's,3.42,4.4,86,0
Stanley Tools Product,Tools,Stanley,18.32,3.2,420,0
Random House Books Product,Books,Random House,6.68,4.0,30,0
Nike Sports Product,Sports,Nike,133.0,4.3,0,0
Sony Electronics Product,Electronics,Sony,1.0,4.7,1695,0
Penguin Books Product,Books,Penguin,5.77,3.9,32,1
Levi's Clothing Product,Clothing,Levi's,14.69,4.9,49,0
Milwaukee Tools Product,Tools,Milwaukee,42.53,4.6,81,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,10.85,4.2,708,0
Reebok Sports Product,Sports,Reebok,364.7,4.9,5,0
Milwaukee Tools Product,Tools,Milwaukee,75.75,4.5,276,0
Kraft Food Product,Food,Kraft,30.14,3.8,6,0
HarperCollins Books Product,Books,HarperCollins,12.7,4.8,207,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,17.49,4.4,38,0
Penguin Books Product,Books,Penguin,1.43,3.4,0,0
Nike Sports Product,Sports,Nike,36.57,4.2,157,0
Norton Books Product,Books,Norton,179.23,3.5,121,0
LEGO Toys Product,Toys,LEGO,2.38,5.0,461,0
LEGO Toys Product,Toys,LEGO,37.52,5.0,393,0
Black+Decker Tools Product,Tools,Black+Decker,117.16,4.2,5,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,25.22,4.1,2605,0
Black+Decker Tools Product,Tools,Black+Decker,24.47,4.6,236,1
Anker Electronics Product,Electronics,Anker,14.55,4.9,80,0
Reebok Sports Product,Sports,Reebok,8.38,4.7,1,0
Nestle Food Product,Food,Nestle,81.48,3.7,58,0
Meguiar's Automotive Product,Automotive,Meguiar's,40.95,4.0,231,1
Nike Clothing Product,Clothing,Nike,72.01,3.2,201,0
Norton Books Product,Books,Norton,68.1,3.3,141,1
Penguin Books Product,Books,Penguin,114.02,4.6,626,0
Meguiar's Automotive Product,Automotive,Meguiar's,83.51,4.2,128,0
Penguin Books Product,Books,Penguin,449.64,3.2,90,0
General Mills Food Product,Food,General Mills,362.28,3.6,111,0
3M Automotive Product,Automotive,3M,39.23,4.1,151,1
Neutrogena Beauty Product,Beauty,Neutrogena,26.85,4.2,45,0
Norton Books Product,Books,Norton,36.66,3.9,153,0
Kellogg's Food Product,Food,Kellogg's,32.82,4.3,483,0
Campbell's Food Product,Food,Campbell's,54.13,4.0,1,0
Maybelline Beauty Product,Beauty,Maybelline,16.28,3.6,129,0
Campbell's Food Product,Food,Campbell's,231.31,3.8,2188,0
Reebok Sports Product,Sports,Reebok,14.8,4.8,64,1
Olay Beauty Product,Beauty,Olay,37.09,3.6,1307,0
Bose Electronics Product,Electronics,Bose,10.76,3.5,3664,0
Nestle Food Product,Food,Nestle,74.12,4.9,122,0
Penguin Books Product,Books,Penguin,103.97,4.7,36,0
LG Electronics Product,Electronics,LG,7.73,4.6,50,0
Levi's Clothing Product,Clothing,Levi's,131.11,3.7,52,0
Mattel Toys Product,Toys,Mattel,33.06,4.9,105,0
Under Armour Sports Product,Sports,Under Armour,4.4,4.0,41,0
Levi's Clothing Product,Clothing,Levi's,17.62,4.9,14,0
3M Automotive Product,Automotive,3M,33.41,3.3,39,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,1.51,3.0,27,0
Mattel Toys Product,Toys,Mattel,86.13,4.7,695,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,26.34,3.3,46,0
Nestle Food Product,Food,Nestle,29.92,3.1,105,0
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,53.07,4.5,14,0
LG Electronics Product,Electronics,LG,34.19,4.0,9206,0
General Mills Food Product,Food,General Mills,27.26,4.2,107,1
Makita Tools Product,Tools,Makita,21.94,2.9,227,0
Kellogg's Food Product,Food,Kellogg's,153.89,4.0,1810,0
Random House Books Product,Books,Random House,911.44,3.3,26,0
DeWalt Tools Product,Tools,DeWalt,6.71,5.0,44,0
Campbell's Food Product,Food,Campbell's,4.72,4.0,30,0
Melissa & Doug Toys Product,Toys,Melissa & Doug,19.35,3.5,129,0
Adidas Sports Product,Sports,Adidas,37.42,4.4,3,0
Penguin Books Product,Books,Penguin,16.63,4.0,490,0
LEGO Toys Product,Toys,LEGO,7.43,4.5,140,0
Bosch Automotive Product,Automotive,Bosch,20.89,4.3,15,0
Nestle Food Product,Food,Nestle,47.03,4.7,71,0
DeWalt Tools Product,Tools,DeWalt,4.54,3.9,1439,1
Cuisinart Home & Kitchen Product,Home & Kitchen,Cuisinart,17.77,4.7,600,1
Kellogg's Food Product,Food,Kellogg's,10.2,3.4,8,0
Mattel Toys Product,Toys,Mattel,70.23,4.2,42,0
Stanley Tools Product,Tools,Stanley,20.72,4.3,30,0
Kraft Food Product,Food,Kraft,40.44,3.7,174,0
Zara Clothing Product,Clothing,Zara,34.31,3.5,814,0
Anker Electronics Product,Electronics,Anker,207.55,4.8,553,0
Sony Electronics Product,Electronics,Sony,1363.7,4.0,25,0
Kellogg's Food Product,Food,Kellogg's,52.17,4.6,112,0
Adidas Sports Product,Sports,Adidas,2.09,4.0,133,0
HarperCollins Books Product,Books,HarperCollins,12.97,4.4,218,0
CeraVe Beauty Product,Beauty,CeraVe,6.83,3.8,321,0
Mattel Toys Product,Toys,Mattel,45.85,4.9,234,0
Bose Electronics Product,Electronics,Bose,309.05,3.6,3,0
Under Armour Sports Product,Sports,Under Armour,24.16,4.3,2,0
Black+Decker Tools Product,Tools,Black+Decker,9.67,4.4,120,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,50.91,3.5,99,0
Anker Electronics Product,Electronics,Anker,121.89,3.5,1110,0
LG Electronics Product,Electronics,LG,45.91,3.7,108,0
Reebok Sports Product,Sports,Reebok,2.3,3.9,14,0
Nestle Food Product,Food,Nestle,16.13,3.9,102,0
Sony Electronics Product,Electronics,Sony,129.71,4.2,0,1
Nestle Food Product,Food,Nestle,6.48,4.9,365,0
Neutrogena Beauty Product,Beauty,Neutrogena,12.42,4.4,161,0
Gap Clothing Product,Clothing,Gap,107.54,4.4,500000,0
LG Electronics Product,Electronics,LG,13.67,3.7,126,0
Makita Tools Product,Tools,Makita,6.24,3.3,83,0
CeraVe Beauty Product,Beauty,CeraVe,5.03,4.8,740,1
DeWalt Tools Product,Tools,DeWalt,407.44,4.2,1,0
Levi's Clothing Product,Clothing,Levi's,11.33,4.0,106,0
Apple Electronics Product,Electronics,Apple,60.76,4.1,213,0
Meguiar's Automotive Product,Automotive,Meguiar's,86.26,3.1,1079,0
L'Oreal Beauty Product,Beauty,L'Oreal,20.53,4.5,297,0
Wiley Books Product,Books,Wiley,71.73,4.2,95,0
Kellogg's Food Product,Food,Kellogg's,44.9,3.7,756,0
Apple Electronics Product,Electronics,Apple,14.85,4.8,393,0
3M Automotive Product,Automotive,3M,144.38,3.3,200,0
Wiley Books Product,Books,Wiley,23.32,4.0,137,0
Reebok Sports Product,Sports,Reebok,52.48,4.4,54,0
Gap Clothing Product,Clothing,Gap,207.26,3.9,5732,0
Stanley Tools Product,Tools,Stanley,62.62,4.7,3712,0
OXO Home & Kitchen Product,Home & Kitchen,OXO,12.49,5.0,29,0
Mattel Toys Product,Toys,Mattel,5.83,5.0,54,0
Bosch Automotive Product,Automotive,Bosch,75.42,2.9,22,0
KitchenAid Home & Kitchen Product,Home & Kitchen,KitchenAid,32.3,4.7,247,0
Zara Clothing Product,Clothing,Zara,103.02,4.9,361,0
3M Automotive Product,Automotive,3M,52.87,4.9,108,0
Under Armour Sports Product,Sports,Under Armour,37.84,4.3,79,0
Campbell's Food Product,Food,Campbell's,11.19,3.9,589,0
Wiley Books Product,Books,Wiley,9.68,4.5,240,0
CeraVe Beauty Product,Beauty,CeraVe,71.43,4.0,892,0
Dyson Home & Kitchen Product,Home & Kitchen,Dyson,130.07,3.7,8335,0
Meguiar's Automotive Product,Automotive,Meguiar's,44.85,3.9,70,0
Rain-X Automotive Product,Automotive,Rain-X,23.52,3.6,16,0
Apple Electronics Product,Electronics,Apple,102.93,4.3,9641,1
Olay Beauty Product,Beauty,Olay,60.52,3.7,146,0
Stanley Tools Product,Tools,Stanley,14.05,4.3,22,0
Armor All Automotive Product,Automotive,Armor All,17.73,4.5,15,0
Makita Tools Product,Tools,Makita,57.76,4.6,902,0
DeWalt Tools Product,Tools,DeWalt,23.19,4.9,510,0
Armor All Automotive Product,Automotive,Armor All,33.46,4.4,2904,0
Wilson Sports Product,Sports,Wilson,45.57,4.1,26,0
Armor All Automotive Product,Automotive,Armor All,41.1,4.0,457,0
