world_rank,university_name,teaching,international,research,citations,industry_income,total_score,num_students,student_staff_ratio,international_students,female_male_ratio
606,University #606,34.9,35.4,34.8,36.2,10.0,31.2,3441,19.5,15%,34 : 53
607,University #607,31.9,22.9,26.9,22.1,65.2,30.8,36851,15.3,15%,48 : 56
608,University #608,28.8,11.6,34.6,29.7,50.6,32.1,31284,27.9,13%,53 : 36
609,University #609,29.4,43.9,36.6,36.2,50.4,33.5,26183,13.3,1%,58 : 47
610,University #610,31.2,43.6,26.8,35.6,58.6,27.0,36233,15.7,30%,55 : 65
611,University #611,28.7,22.9,22.9,31.3,53.3,28.4,11879,16.5,21%,48 : 53
612,University #612,28.5,19.6,31.9,26.9,43.4,29.2,18199,21.6,1%,48 : 55
613,University #613,29.9,54.3,27.4,19.6,50.4,27.8,9389,13.1,18%,49 : 61
614,University #614,28.1,8.2,36.3,30.7,53.8,28.1,5176,6.9,24%,53 : 42
615,University #615,27.5,44.1,35.7,29.1,68.8,28.5,9278,34.9,37%,59 : 45
616,University #616,21.5,57.8,32.9,21.0,69.7,27.7,10604,5.5,40%,40 : 49
617,University #617,27.6,68.3,28.4,18.1,59.8,28.6,9902,11.5,1%,39 : 63
618,University #618,26.5,73.7,20.5,25.9,92.6,31.8,14391,26.2,23%,56 : 40
619,University #619,26.0,5.0,22.6,23.7,33.2,27.5,21941,11.9,1%,67 : 51
620,University #620,34.7,5.0,29.1,27.4,10.0,29.8,4117,15.4,22%,71 : 73
621,University #621,18.3,61.2,20.0,24.4,40.0,26.4,12387,9.2,1%,56 : 45
622,University #622,28.2,24.2,21.3,32.5,48.1,27.0,4172,7.2,16%,38 : 60
623,University #623,35.1,5.0,25.3,33.1,43.7,30.9,6439,6.2,33%,37 : 60
624,University #624,31.6,45.5,36.8,31.1,69.3,29.6,8145,9.5,15%,59 : 42
625,University #625,24.3,39.8,12.8,19.9,37.3,26.5,20835,8.4,34%,41 : 43
626,University #626,31.4,42.2,37.3,38.4,54.7,30.1,52309,13.1,21%,63 : 47
627,University #627,32.2,33.1,29.7,26.7,24.6,31.5,18210,11.8,31%,59 : 40
628,University #628,22.9,30.1,26.0,26.6,54.2,28.3,100000,17.6,15%,64 : 49
629,University #629,26.6,80.7,25.6,21.3,52.6,22.8,1450,17.4,20%,59 : 62
630,University #630,32.8,69.7,20.2,34.3,55.0,27.1,11156,29.0,36%,49 : 57
631,University #631,29.3,29.0,27.8,25.1,62.2,28.5,7370,18.6,40%,46 : 36
632,University #632,27.8,22.1,27.0,37.7,72.3,29.4,14663,12.4,23%,44 : 62
633,University #633,23.9,25.6,27.8,18.9,64.2,26.4,11384,8.3,14%,40 : 41
634,University #634,33.4,18.0,25.9,27.9,67.3,30.4,53252,5.0,23%,47 : 32
635,University #635,29.9,79.9,32.5,37.5,79.3,30.0,100000,13.5,29%,54 : 54
636,University #636,36.0,29.6,27.3,37.2,27.2,28.0,1196,8.9,38%,42 : 42
637,University #637,28.1,69.8,32.0,25.4,72.8,29.6,5281,12.0,43%,49 : 24
638,University #638,21.4,67.8,21.8,24.0,79.7,25.0,3449,16.9,38%,50 : 49
639,University #639,26.1,5.0,23.4,31.0,36.9,27.3,100000,9.2,14%,38 : 43
640,University #640,27.4,15.3,22.4,29.7,56.0,27.4,31267,10.1,3%,38 : 34
641,University #641,22.6,14.6,25.2,25.2,57.8,28.7,12588,10.1,46%,59 : 43
642,University #642,23.9,42.6,17.2,23.2,34.3,22.7,9779,28.9,35%,48 : 49
643,University #643,35.3,5.0,22.4,32.6,59.4,30.5,56863,22.5,34%,26 : 66
644,University #644,25.7,15.4,31.7,26.4,32.0,27.0,12960,15.8,20%,35 : 50
645,University #645,25.1,10.3,35.4,26.6,48.9,29.9,15180,12.4,33%,47 : 58
646,University #646,21.6,31.6,22.6,31.2,48.7,26.8,12352,17.3,47%,42 : 45
647,University #647,26.7,24.8,26.0,22.3,91.0,30.6,12341,10.4,51%,54 : 35
648,University #648,28.7,95.3,30.8,28.7,35.2,27.2,12623,9.2,28%,49 : 47
649,University #649,25.8,15.7,25.6,26.1,83.2,28.9,6426,11.4,7%,77 : 49
650,University #650,30.1,97.9,28.0,32.7,55.5,31.7,35560,8.4,22%,35 : 46
651,University #651,28.3,38.5,24.5,36.0,52.1,27.7,12734,6.9,1%,48 : 38
652,University #652,25.8,33.6,24.6,20.8,20.7,23.2,45332,18.9,17%,58 : 48
653,University #653,23.7,37.2,21.7,30.9,48.1,24.5,35554,6.6,37%,46 : 43
654,University #654,29.4,79.3,25.8,24.1,50.8,26.5,8327,38.3,39%,59 : 64
655,University #655,20.9,55.9,25.1,18.2,51.4,26.3,6769,16.6,14%,25 : 36
656,University #656,27.1,25.0,26.4,30.0,65.5,25.8,1711,8.9,24%,41 : 58
657,University #657,20.5,69.7,30.6,19.5,73.2,27.2,8094,16.7,1%,52 : 36
658,University #658,24.8,19.7,29.0,32.4,91.0,26.6,972,20.9,25%,53 : 49
659,University #659,24.5,64.3,30.0,30.6,29.2,27.3,18774,12.0,13%,40 : 52
660,University #660,31.1,34.7,30.8,21.4,38.1,27.6,3351,11.4,44%,51 : 42
661,University #661,22.8,13.3,28.1,19.1,29.8,24.6,4925,13.9,25%,58 : 45
662,University #662,31.9,20.5,23.0,28.5,31.0,28.3,54373,8.1,10%,50 : 39
663,University #663,25.1,39.4,18.4,31.3,96.6,25.9,16727,9.0,33%,52 : 36
664,University #664,25.8,33.8,24.5,27.1,38.3,25.0,47432,15.2,1%,34 : 58
665,University #665,27.5,12.3,19.2,24.9,55.0,26.8,7909,7.8,1%,62 : 44
666,University #666,24.0,57.0,29.3,22.5,65.6,24.6,24941,18.4,11%,35 : 45
667,University #667,22.7,45.5,28.1,30.3,80.5,23.5,8522,29.4,37%,46 : 46
668,University #668,26.5,19.4,21.1,26.5,57.9,26.5,9377,28.6,47%,57 : 46
669,University #669,21.1,65.0,17.7,29.4,47.0,23.8,13642,20.7,58%,55 : 35
670,University #670,29.3,79.0,26.4,20.2,48.7,25.8,1821,7.9,26%,55 : 49
671,University #671,30.4,88.5,29.1,29.9,71.5,24.5,2959,9.6,13%,48 : 62
672,University #672,21.6,44.6,28.3,18.8,75.0,24.6,95151,14.2,28%,43 : 45
673,University #673,31.0,41.2,33.3,29.8,42.5,30.2,18657,9.4,36%,50 : 43
674,University #674,23.4,48.7,33.4,23.4,61.7,26.2,2922,8.4,16%,39 : 37
675,University #675,19.7,5.0,29.5,21.1,88.6,23.3,85789,5.1,26%,52 : 37
676,University #676,27.7,45.8,19.6,36.5,73.3,23.9,9507,27.0,24%,51 : 54
677,University #677,25.9,9.1,26.0,17.7,66.8,26.5,22118,11.1,37%,78 : 54
678,University #678,24.4,38.3,35.2,19.7,65.2,26.4,6812,25.9,15%,50 : 56
679,University #679,23.8,49.5,22.9,35.1,29.2,25.4,41566,18.2,38%,53 : 50
680,University #680,35.1,76.5,33.6,24.8,27.2,30.1,28884,7.9,50%,53 : 61
681,University #681,24.9,88.0,19.7,14.4,36.6,22.2,94687,9.9,24%,53 : 38
682,University #682,29.3,33.5,21.9,26.4,39.3,25.1,16782,9.9,18%,44 : 50
683,University #683,30.6,5.0,23.0,39.1,60.1,26.6,100000,9.3,8%,46 : 51
684,University #684,25.4,56.6,22.1,23.0,54.1,25.9,3556,7.7,39%,48 : 40
685,University #685,25.4,17.3,32.4,18.5,62.7,27.9,48690,15.3,13%,58 : 35
686,University #686,18.5,48.7,21.4,13.1,54.9,22.3,2280,18.8,27%,65 : 41
687,University #687,20.9,74.3,23.9,20.8,46.8,23.1,17860,10.6,3%,25 : 37
688,University #688,32.7,12.1,48.3,36.0,53.6,31.5,4128,5.0,17%,51 : 36
689,University #689,28.3,66.2,26.8,21.1,52.9,27.0,3157,6.6,22%,46 : 41
690,University #690,22.9,60.5,31.1,20.3,34.6,25.8,34059,25.4,38%,62 : 53
691,University #691,17.4,33.9,16.5,38.5,55.7,24.5,2881,11.7,36%,52 : 42
692,University #692,35.6,78.2,33.1,32.8,88.7,28.2,28149,14.5,16%,57 : 54
693,University #693,22.8,33.0,23.7,30.1,32.1,24.7,6175,9.5,30%,41 : 65
694,University #694,21.3,11.7,25.8,18.5,10.9,22.6,12720,7.0,26%,44 : 53
695,University #695,26.1,5.0,21.9,17.4,40.5,23.9,24761,16.4,36%,41 : 36
696,University #696,24.5,20.5,25.0,30.5,45.0,26.2,40983,14.0,11%,61 : 50
697,University #697,27.7,8.2,28.6,35.5,47.6,26.0,4435,6.0,35%,69 : 59
698,University #698,16.9,5.0,24.0,12.6,28.5,24.4,3593,9.5,14%,53 : 68
699,University #699,26.4,39.4,20.4,13.7,55.4,25.2,3830,10.2,33%,52 : 32
700,University #700,21.1,31.5,19.6,23.6,42.0,22.2,8586,9.4,26%,52 : 52
701,University #701,24.1,54.9,27.0,26.7,15.8,23.5,17643,42.3,28%,35 : 49
702,University #702,24.5,5.0,20.9,14.5,38.1,23.5,18890,14.7,38%,67 : 37
703,University #703,21.1,30.8,20.4,16.9,89.8,22.3,3248,6.6,23%,53 : 61
704,University #704,21.0,13.9,24.3,18.1,56.2,22.3,11531,20.4,1%,70 : 47
705,University #705,19.6,26.7,12.5,14.9,72.5,19.8,100000,9.1,39%,48 : 62
706,University #706,27.3,34.6,28.2,20.1,49.7,23.9,8528,27.3,25%,47 : 57
707,University #707,26.4,36.2,32.4,22.2,39.9,24.3,21931,5.2,1%,53 : 50
708,University #708,25.6,50.0,29.7,31.8,73.9,23.5,961,10.3,2%,58 : 59
709,University #709,24.7,42.6,25.2,20.6,87.2,22.4,50265,17.1,43%,43 : 33
710,University #710,21.6,68.1,21.6,23.6,63.6,24.7,7314,10.7,9%,53 : 59
711,University #711,13.5,42.4,23.4,26.2,14.6,21.8,7604,13.7,18%,63 : 36
712,University #712,23.6,27.7,20.4,34.3,47.3,21.4,32011,18.8,1%,77 : 48
713,University #713,21.4,53.5,27.5,15.5,59.3,22.1,40273,9.9,47%,28 : 71
714,University #714,21.8,55.4,30.2,30.6,47.4,22.7,27722,11.8,37%,50 : 43
715,University #715,25.4,18.2,17.0,32.8,63.9,26.3,1428,10.2,33%,53 : 69
716,University #716,28.5,43.8,24.7,33.5,44.0,29.8,36429,28.8,44%,46 : 59
717,University #717,23.0,38.9,20.1,27.8,17.9,23.8,23084,8.7,53%,56 : 46
718,University #718,30.6,51.9,23.0,26.1,69.8,26.3,2360,11.2,12%,45 : 64
719,University #719,24.5,52.7,23.4,21.6,51.2,25.6,24760,7.9,36%,54 : 61
720,University #720,26.2,67.0,19.9,31.9,54.4,27.0,17554,6.3,24%,37 : 47
721,University #721,17.3,23.4,22.0,22.4,34.8,22.9,54617,5.0,7%,46 : 55
722,University #722,19.4,48.3,15.9,16.9,60.4,22.2,11962,5.3,24%,51 : 51
723,University #723,28.1,7.0,22.7,33.0,66.6,24.9,100000,8.0,2%,58 : 47
724,University #724,15.6,27.7,28.9,30.5,54.7,23.4,4624,11.4,17%,50 : 63
725,University #725,20.9,40.7,25.7,26.6,48.8,26.2,56562,5.0,17%,65 : 40
726,University #726,20.7,60.9,21.9,24.2,85.5,21.6,10908,10.3,23%,45 : 58
727,University #727,16.5,73.3,23.5,10.1,31.0,21.1,7717,20.8,1%,53 : 41
728,University #728,26.4,60.0,25.1,12.8,36.3,23.2,4424,9.4,29%,56 : 59
729,University #729,20.2,46.6,26.0,23.3,83.5,22.4,2670,16.7,35%,32 : 44
730,University #730,14.7,16.4,20.6,21.4,60.0,22.1,2933,9.3,29%,48 : 54
731,University #731,25.9,41.0,23.2,25.5,73.4,25.2,15823,5.0,17%,40 : 59
732,University #732,15.0,16.2,10.6,15.5,44.4,23.9,10478,25.2,4%,41 : 53
733,University #733,14.9,50.2,15.5,16.1,67.7,19.9,2976,14.8,44%,46 : 36
734,University #734,21.0,6.6,21.9,27.7,46.7,22.5,59013,9.2,57%,58 : 50
735,University #735,23.7,30.4,12.3,20.5,64.1,19.4,100000,5.0,26%,56 : 56
736,University #736,20.3,14.8,18.9,16.6,35.0,22.3,4871,15.3,49%,63 : 53
737,University #737,20.0,41.1,13.8,23.1,78.9,19.4,10032,15.2,23%,32 : 41
738,University #738,23.9,52.5,15.8,30.2,56.1,23.6,3243,7.9,33%,77 : 62
739,University #739,16.7,53.3,21.8,25.2,71.7,19.6,10999,14.5,56%,51 : 42
740,University #740,30.0,60.0,20.9,28.7,32.5,25.5,9004,11.9,42%,47 : 49
741,University #741,16.1,53.5,30.4,16.1,56.9,23.4,6810,10.2,22%,57 : 51
742,University #742,19.5,46.4,21.2,17.7,30.9,21.2,10215,6.4,24%,47 : 75
743,University #743,27.0,69.8,21.2,18.9,28.8,24.7,3188,10.8,33%,51 : 61
744,University #744,19.6,14.7,30.3,20.4,75.9,22.8,9729,12.5,36%,45 : 52
745,University #745,26.0,37.6,25.6,22.6,10.0,22.7,11730,11.9,25%,42 : 63
746,University #746,18.9,51.5,24.3,15.9,63.0,22.6,12341,21.4,17%,47 : 53
747,University #747,17.3,70.2,18.5,28.6,43.4,21.5,17488,9.7,28%,42 : 58
748,University #748,22.8,19.5,30.8,20.3,59.0,24.1,6738,12.6,31%,56 : 37
749,University #749,19.0,52.4,20.1,25.8,50.1,18.1,2859,11.3,45%,47 : 41
750,University #750,19.5,48.9,24.2,23.1,51.8,21.5,4974,7.4,45%,46 : 47
751,University #751,25.2,5.0,29.0,14.8,84.4,23.6,3438,24.0,17%,58 : 50
752,University #752,24.6,46.9,18.1,28.7,37.8,24.5,8205,5.0,14%,41 : 53
753,University #753,18.7,42.6,21.5,21.9,62.0,22.1,10308,9.9,35%,59 : 56
754,University #754,23.2,40.4,22.9,27.2,36.5,25.7,16613,9.4,14%,51 : 42
755,University #755,23.0,46.5,30.7,30.6,39.2,22.2,17242,5.8,16%,56 : 54
756,University #756,25.7,68.6,24.7,23.4,71.8,21.8,7958,29.7,9%,45 : 38
757,University #757,22.3,29.1,19.1,10.4,69.2,19.4,3707,25.1,26%,72 : 56
758,University #758,21.5,27.7,20.5,10.0,46.3,18.1,2500,11.7,35%,52 : 35
759,University #759,30.6,33.5,27.8,16.1,53.0,22.5,3057,14.8,3%,60 : 65
760,University #760,23.7,28.8,28.3,21.6,29.6,26.8,7043,7.9,42%,31 : 49
761,University #761,19.0,47.0,15.2,24.6,37.4,22.1,7882,10.2,56%,51 : 61
762,University #762,12.4,48.7,17.8,23.5,77.7,17.9,39048,48.6,12%,66 : 49
763,University #763,23.5,89.3,22.9,24.0,52.4,23.7,4828,7.6,11%,42 : 49
764,University #764,19.9,37.5,29.0,19.7,57.7,22.1,7063,8.6,28%,65 : 37
765,University #765,20.7,91.6,17.6,21.7,14.5,24.2,12508,11.0,20%,52 : 44
766,University #766,22.1,44.4,27.4,20.3,66.4,20.5,100000,14.0,8%,58 : 47
767,University #767,13.6,20.5,23.1,23.7,15.4,19.2,4364,13.7,10%,46 : 62
768,University #768,30.3,13.7,23.0,15.4,23.1,24.0,26972,23.9,19%,63 : 59
769,University #769,24.8,39.8,18.7,27.9,26.1,24.6,30039,10.6,1%,37 : 63
770,University #770,15.6,54.2,27.3,18.5,94.9,19.7,7921,19.6,44%,57 : 36
771,University #771,23.2,68.3,23.6,21.8,48.7,21.7,17735,24.9,18%,31 : 36
772,University #772,19.2,45.4,24.0,14.7,47.8,21.1,4605,8.5,29%,73 : 36
773,University #773,21.8,12.5,25.2,20.0,10.0,22.1,8743,10.6,24%,43 : 53
774,University #774,24.6,88.6,20.1,19.0,61.1,20.7,23493,42.7,6%,52 : 63
775,University #775,22.5,68.1,16.4,33.3,26.6,23.4,40572,8.7,19%,51 : 54
776,University #776,23.9,58.1,25.8,14.0,40.5,22.3,13919,43.9,17%,47 : 39
777,University #777,24.4,71.3,25.7,16.5,47.2,21.6,9683,15.1,45%,56 : 42
778,University #778,19.1,5.0,21.2,16.9,41.9,19.5,7594,10.3,32%,60 : 48
779,University #779,18.8,22.6,18.8,20.9,60.6,21.9,7639,13.2,32%,48 : 48
780,University #780,27.7,67.3,20.5,12.6,59.3,24.5,82795,8.5,6%,51 : 47
781,University #781,19.8,34.4,17.2,25.1,11.7,20.9,17805,7.5,8%,30 : 38
782,University #782,20.7,76.4,20.4,17.0,32.4,20.2,12740,13.7,20%,63 : 43
783,University #783,21.0,22.6,17.5,17.1,38.4,20.9,5415,10.8,1%,55 : 46
784,University #784,17.9,24.7,16.3,13.7,26.1,18.2,10661,9.2,61%,51 : 54
785,University #785,22.3,41.8,20.1,26.1,69.1,23.4,8470,24.6,15%,57 : 64
786,University #786,27.7,36.3,13.4,21.4,21.3,24.5,15007,14.3,15%,58 : 45
787,University #787,24.9,28.6,24.8,29.5,10.0,23.6,27319,7.0,15%,55 : 63
788,University #788,22.4,41.0,26.2,13.8,20.9,20.9,13346,9.2,8%,59 : 57
789,University #789,21.0,20.9,27.1,13.7,25.0,24.1,52036,24.6,15%,69 : 46
790,University #790,18.5,26.2,26.3,17.8,56.1,20.2,6648,15.7,16%,59 : 42
791,University #791,24.2,51.2,26.4,17.0,65.1,20.1,22607,15.5,25%,61 : 61
792,University #792,24.1,48.3,15.2,10.0,18.4,18.8,4663,11.3,1%,46 : 56
793,University #793,13.4,44.3,13.1,13.7,48.1,14.8,1365,26.8,1%,60 : 58
794,University #794,17.1,66.8,19.3,15.7,26.2,18.5,12484,7.6,19%,68 : 61
795,University #795,19.7,37.0,27.9,18.5,19.1,22.0,100000,12.5,14%,63 : 32
796,University #796,16.2,68.4,21.0,13.2,49.8,19.4,9760,15.9,48%,48 : 43
797,University #797,27.5,57.1,18.1,13.8,67.8,21.4,3729,9.3,35%,45 : 60
798,University #798,13.2,27.3,16.0,14.4,32.2,18.0,14916,25.7,24%,62 : 56
799,University #799,16.8,82.2,17.1,18.8,36.3,18.4,18793,9.2,49%,55 : 55
800,University #800,13.6,41.0,16.6,19.6,21.3,19.4,12505,6.9,1%,59 : 47
801,University #801,21.1,24.1,17.6,24.4,36.6,20.5,48255,30.1,56%,44 : 48
802,University #802,21.2,48.9,23.2,21.8,63.8,22.1,22678,19.3,35%,60 : 38
803,University #803,19.0,41.0,16.4,20.3,49.0,20.2,16676,11.6,22%,59 : 59
804,University #804,18.7,25.5,10.7,10.8,58.9,19.3,6642,13.9,1%,35 : 46
805,University #805,18.7,55.4,13.5,16.9,48.6,16.6,100000,10.3,1%,45 : 68
806,University #806,22.6,41.1,20.8,21.4,59.1,20.8,5717,6.2,1%,62 : 46
807,University #807,17.5,30.8,22.0,10.0,48.1,17.5,19471,26.2,38%,32 : 56
808,University #808,18.6,6.9,10.4,18.2,49.9,18.9,64210,19.4,8%,63 : 43
809,University #809,17.3,39.0,23.4,19.6,72.8,22.0,26175,5.5,25%,60 : 32
810,University #810,19.2,14.9,16.1,29.2,56.5,21.7,5078,13.7,36%,48 : 45
811,University #811,23.7,54.4,23.4,21.6,20.7,20.0,3905,9.9,40%,51 : 53
812,University #812,18.3,72.0,15.8,25.7,46.2,20.4,4547,10.0,8%,32 : 55
813,University #813,19.9,34.1,27.4,10.4,71.5,17.9,4726,13.4,19%,60 : 63
814,University #814,18.8,14.2,28.5,15.6,60.8,23.2,18935,14.4,27%,49 : 34
815,University #815,21.5,17.5,17.4,14.0,71.4,20.3,10750,6.8,19%,59 : 56
816,University #816,14.7,33.3,10.0,14.1,38.4,17.2,7113,8.1,24%,49 : 70
817,University #817,16.9,40.2,20.1,16.4,41.7,16.0,5180,17.2,21%,63 : 64
818,University #818,26.4,72.6,33.9,20.9,26.8,22.7,14228,23.0,40%,53 : 49
819,University #819,22.1,14.6,14.2,24.0,58.7,21.3,14639,11.5,12%,47 : 44
820,University #820,20.9,18.0,22.0,12.3,50.1,19.5,5661,18.3,15%,49 : 61
821,University #821,17.1,25.8,19.8,17.8,58.3,18.8,16870,14.4,44%,46 : 50
822,University #822,14.8,5.0,20.6,11.4,50.5,16.5,4486,5.7,24%,38 : 59
823,University #823,24.4,62.5,18.8,16.5,54.4,20.5,24688,14.7,24%,60 : 32
824,University #824,22.1,25.7,18.1,19.1,36.7,18.6,45696,8.2,24%,47 : 40
825,University #825,20.6,34.2,33.7,26.3,86.7,25.1,20420,17.3,33%,29 : 48
826,University #826,10.0,5.0,15.7,19.8,42.9,16.4,4534,13.5,47%,50 : 47
827,University #827,19.0,54.7,24.1,23.6,74.3,21.4,63678,23.0,13%,71 : 54
828,University #828,21.8,5.0,13.9,21.7,18.3,20.3,21079,11.4,41%,47 : 56
829,University #829,22.8,67.2,18.7,15.2,50.0,19.5,19684,13.0,13%,69 : 38
830,University #830,15.9,70.0,21.4,10.0,41.7,19.6,3439,22.0,25%,42 : 51
831,University #831,20.1,25.4,12.9,15.9,11.9,18.9,12607,16.3,14%,59 : 47
832,University #832,19.3,28.6,13.5,14.7,22.5,19.9,7236,20.0,24%,46 : 48
833,University #833,20.0,19.2,18.0,14.0,17.6,17.6,11396,11.0,11%,56 : 52
834,University #834,15.6,23.0,11.2,10.9,30.6,16.7,9933,6.7,36%,52 : 58
835,University #835,12.4,15.3,11.4,12.1,58.4,16.2,6228,5.0,45%,44 : 49
836,University #836,21.9,64.1,28.5,23.9,60.9,21.7,89663,22.5,28%,55 : 49
837,University #837,18.0,5.9,10.0,20.5,46.2,20.9,13335,6.7,1%,43 : 58
838,University #838,15.5,44.1,20.5,20.2,27.5,20.4,4370,9.3,16%,61 : 48
839,University #839,21.6,51.5,18.0,13.1,30.0,19.6,42246,5.2,11%,51 : 37
840,University #840,24.1,53.4,26.9,10.0,37.7,18.7,8449,5.1,44%,66 : 43
841,University #841,11.5,5.0,16.5,19.8,67.2,19.3,42944,14.4,18%,69 : 57
842,University #842,10.0,68.6,15.3,23.5,49.2,15.6,16971,7.1,27%,62 : 46
843,University #843,14.1,79.3,20.1,19.9,28.4,18.0,941,10.5,31%,39 : 52
844,University #844,23.3,35.8,16.4,19.1,74.2,19.9,8360,23.3,20%,57 : 41
845,University #845,18.9,35.2,14.4,13.2,70.0,17.0,4214,6.4,19%,43 : 49
846,University #846,18.9,83.8,17.9,20.2,63.0,19.1,12551,17.4,26%,57 : 61
847,University #847,14.7,60.0,21.9,15.9,35.5,20.2,17258,8.1,40%,57 : 57
848,University #848,17.4,24.7,20.9,15.2,24.4,19.0,21618,13.4,40%,50 : 20
849,University #849,17.2,43.7,20.4,19.3,31.1,17.0,10137,11.4,26%,48 : 39
850,University #850,22.5,13.7,12.1,17.0,62.2,17.0,29665,13.4,34%,50 : 55
851,University #851,16.0,75.8,22.9,15.1,52.8,16.0,12107,5.0,28%,55 : 45
852,University #852,23.9,15.5,21.6,23.2,71.0,20.9,98057,23.5,50%,46 : 41
853,University #853,14.2,36.5,12.9,10.0,83.9,18.1,44216,7.1,12%,57 : 54
854,University #854,17.5,6.3,16.9,17.5,64.2,18.3,29000,11.3,35%,41 : 62
855,University #855,16.5,5.0,17.2,20.6,36.6,18.9,10022,27.6,30%,45 : 44
856,University #856,21.9,75.5,20.8,20.8,41.2,19.2,2892,7.8,26%,38 : 43
857,University #857,11.9,39.5,10.7,10.0,83.7,17.2,43777,12.8,32%,41 : 53
858,University #858,17.1,5.0,14.5,10.0,44.4,17.3,10803,11.3,40%,53 : 34
859,University #859,13.5,46.9,10.0,10.0,46.9,14.9,12236,13.2,47%,52 : 47
860,University #860,21.8,30.0,18.1,24.9,39.5,16.9,9483,8.2,22%,46 : 54
861,University #861,20.7,63.0,19.5,22.7,21.0,19.3,7621,15.2,48%,69 : 58
862,University #862,10.3,5.0,12.8,14.1,44.2,13.0,17518,12.5,17%,53 : 55
863,University #863,13.9,12.7,13.8,14.1,45.7,14.0,31357,29.9,33%,47 : 54
864,University #864,17.8,66.1,20.4,20.0,53.3,17.3,10342,19.4,34%,49 : 47
865,University #865,15.5,70.2,18.3,10.8,39.5,19.4,14813,11.6,25%,51 : 54
866,University #866,19.9,51.3,26.6,25.6,30.6,20.7,3982,8.1,13%,42 : 71
867,University #867,10.6,98.4,15.1,16.9,49.7,14.9,32191,7.9,36%,47 : 42
868,University #868,20.1,56.0,15.4,23.1,73.0,19.5,9452,9.2,16%,42 : 35
869,University #869,20.5,27.0,19.6,21.7,65.5,19.2,20573,14.5,28%,72 : 41
870,University #870,16.5,10.7,19.6,10.0,25.1,16.5,2563,15.9,20%,43 : 56
871,University #871,19.8,31.5,16.7,25.1,75.7,20.6,7009,20.3,22%,42 : 33
872,University #872,20.3,15.6,20.6,20.9,63.0,18.9,10205,20.3,23%,59 : 47
873,University #873,11.8,33.7,20.1,17.6,27.8,15.4,6232,12.1,38%,63 : 41
874,University #874,17.2,6.4,18.7,13.4,59.2,17.4,6449,19.9,32%,65 : 70
875,University #875,17.5,64.0,12.6,11.3,32.3,13.6,100000,21.2,41%,52 : 64
876,University #876,14.4,27.8,18.0,10.0,51.6,16.7,3774,15.4,39%,60 : 47
877,University #877,19.2,6.1,23.0,14.7,62.5,21.0,13515,13.1,21%,44 : 38
878,University #878,16.2,54.5,16.9,13.0,50.3,20.5,9659,26.4,4%,36 : 41
879,University #879,18.1,38.3,10.0,20.3,69.4,14.4,20752,9.2,24%,48 : 44
880,University #880,18.3,39.6,20.2,13.5,68.6,17.1,34966,5.6,13%,45 : 60
881,University #881,13.9,5.0,17.8,14.5,60.2,16.7,20478,15.1,19%,45 : 56
882,University #882,12.9,40.1,13.7,13.3,66.1,17.7,47345,8.0,50%,47 : 42
883,University #883,15.5,56.9,12.9,16.3,86.3,17.2,11449,5.0,15%,39 : 48
884,University #884,13.7,5.0,21.2,14.7,41.9,17.1,26437,11.7,52%,37 : 34
885,University #885,10.3,28.5,16.0,20.1,24.2,15.8,7920,8.1,25%,51 : 52
886,University #886,10.3,73.5,11.8,10.0,57.4,16.4,1370,16.5,53%,51 : 37
887,University #887,16.6,22.4,13.2,11.4,32.0,17.8,6310,11.2,4%,49 : 60
888,University #888,10.5,10.5,11.9,17.0,28.4,16.8,21871,18.7,30%,62 : 50
889,University #889,18.4,76.6,15.0,23.2,46.4,17.6,10508,23.3,44%,41 : 60
890,University #890,17.3,63.8,12.9,20.6,50.1,15.3,5099,25.2,31%,24 : 78
891,University #891,20.7,69.1,11.0,17.3,94.9,16.8,14199,6.5,18%,48 : 52
892,University #892,17.2,27.0,15.8,11.5,38.5,16.4,28291,7.8,23%,57 : 42
893,University #893,11.1,21.1,23.1,15.5,33.8,19.2,43690,9.6,15%,54 : 63
894,University #894,21.7,84.3,11.8,17.6,20.1,19.7,12531,9.6,14%,62 : 50
895,University #895,10.0,87.8,11.8,10.0,66.2,13.8,14486,13.2,10%,41 : 51
896,University #896,10.1,78.4,20.1,14.0,64.5,14.0,14119,7.1,23%,63 : 40
897,University #897,13.0,34.4,23.7,16.3,31.8,15.4,4141,15.4,31%,41 : 43
898,University #898,10.7,49.2,16.3,16.4,30.8,15.5,4901,9.7,35%,56 : 61
899,University #899,18.2,10.1,10.0,13.7,57.1,14.8,7355,16.4,16%,59 : 52
900,University #900,23.0,47.5,23.3,21.2,83.1,19.2,74700,23.5,39%,50 : 40
901,University #901,15.5,44.5,13.5,11.9,39.9,17.2,8248,29.0,29%,48 : 45
902,University #902,13.3,19.3,16.8,16.6,63.7,16.9,75718,9.8,31%,43 : 50
903,University #903,16.7,52.3,15.0,10.0,44.7,16.3,7791,10.8,5%,44 : 48
904,University #904,10.0,79.0,11.9,14.8,35.5,10.3,13084,5.0,20%,46 : 39
905,University #905,15.6,5.0,10.5,15.1,59.9,14.6,8178,46.9,27%,30 : 72
906,University #906,13.1,12.5,13.7,26.4,70.9,14.9,5434,12.3,51%,45 : 37
907,University #907,14.5,60.4,10.0,19.9,70.1,12.7,19071,13.3,11%,55 : 78
908,University #908,13.1,39.4,19.4,10.0,50.4,14.1,36336,6.8,44%,59 : 53
